일자,요일,영업매장,총매출,총할인,실매출,가액,부가세,영수건수,영수단가,고객수,객단가,남,여,봉사료,에누리,결제합계,단순현금,현금영수,신용카드,외상,상품권,식권,회원포인트,제휴카드,사원카드,모바일쿠폰,캐시비,일반,점유율(%),포장,점유율(%),배달,점유율(%),일반,서비스,제휴,쿠폰,회원,식권,포장,사후환급액,즉시환급액,환급수수료
2017-08-23,수,1개,"2,173,300 ","70,100 ","2,103,200 ","1,912,447 ","190,753 ",319 ,"6,593 ",319 ,"6,593 ",319 ,0 ,0 ,0 ,"2,103,200 ","544,000 ","27,400 ","1,531,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,637,900 ",77.88 ,"465,300 ",22.12 ,0 ,0.00 ,0 ,"70,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-24,목,1개,"2,087,500 ","39,000 ","2,048,500 ","1,862,647 ","185,853 ",303 ,"6,761 ",303 ,"6,761 ",303 ,0 ,0 ,0 ,"2,048,500 ","455,800 ","52,900 ","1,539,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,648,800 ",80.49 ,"399,700 ",19.51 ,0 ,0.00 ,0 ,"39,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-25,금,1개,"2,239,300 ","47,200 ","2,192,100 ","1,993,314 ","198,786 ",319 ,"6,872 ",319 ,"6,872 ",319 ,0 ,0 ,0 ,"2,192,100 ","532,300 ","56,400 ","1,603,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,797,800 ",82.01 ,"394,300 ",17.99 ,0 ,0.00 ,0 ,"47,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-26,토,1개,"3,010,000 ","139,700 ","2,870,300 ","2,609,919 ","260,381 ",387 ,"7,417 ",387 ,"7,417 ",387 ,0 ,0 ,0 ,"2,870,300 ","832,900 ","24,400 ","2,013,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,248,400 ",78.33 ,"621,900 ",21.67 ,0 ,0.00 ,0 ,"139,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-27,일,1개,"2,904,000 ","161,200 ","2,742,800 ","2,494,039 ","248,761 ",381 ,"7,199 ",381 ,"7,199 ",381 ,0 ,0 ,0 ,"2,742,800 ","659,100 ","10,900 ","2,072,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,169,800 ",79.11 ,"573,000 ",20.89 ,0 ,0.00 ,0 ,"161,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-28,월,1개,"2,209,300 ","96,000 ","2,113,300 ","1,921,628 ","191,672 ",307 ,"6,884 ",307 ,"6,884 ",307 ,0 ,0 ,0 ,"2,113,300 ","426,300 ","13,300 ","1,673,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,696,200 ",80.26 ,"417,100 ",19.74 ,0 ,0.00 ,0 ,"96,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-29,화,1개,"2,384,100 ","48,100 ","2,336,000 ","2,124,128 ","211,872 ",347 ,"6,732 ",347 ,"6,732 ",347 ,0 ,0 ,0 ,"2,336,000 ","496,000 ","4,200 ","1,835,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,758,600 ",75.28 ,"577,400 ",24.72 ,0 ,0.00 ,0 ,"48,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-30,수,1개,"2,218,300 ","30,200 ","2,188,100 ","1,989,662 ","198,438 ",321 ,"6,817 ",321 ,"6,817 ",321 ,0 ,0 ,0 ,"2,188,100 ","414,700 ","11,400 ","1,762,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,757,000 ",80.30 ,"431,100 ",19.70 ,0 ,0.00 ,0 ,"30,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-08-31,목,1개,"2,247,300 ","32,000 ","2,215,300 ","2,014,364 ","200,936 ",331 ,"6,693 ",331 ,"6,693 ",331 ,0 ,0 ,0 ,"2,215,300 ","486,300 ","5,700 ","1,723,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,859,600 ",83.94 ,"355,700 ",16.06 ,0 ,0.00 ,0 ,"32,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-01,금,1개,"2,344,400 ","36,900 ","2,307,500 ","2,098,229 ","209,271 ",341 ,"6,767 ",341 ,"6,767 ",341 ,0 ,0 ,0 ,"2,307,500 ","604,000 ","8,000 ","1,695,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,820,500 ",78.89 ,"487,000 ",21.11 ,0 ,0.00 ,0 ,"36,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-02,토,1개,"2,969,300 ","70,500 ","2,898,800 ","2,635,860 ","262,940 ",376 ,"7,710 ",376 ,"7,710 ",376 ,0 ,0 ,0 ,"2,898,800 ","704,000 ","23,200 ","2,171,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,463,200 ",84.97 ,"435,600 ",15.03 ,0 ,0.00 ,0 ,"70,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-03,일,1개,"2,704,700 ","109,800 ","2,594,900 ","2,359,567 ","235,333 ",367 ,"7,071 ",367 ,"7,071 ",367 ,0 ,0 ,0 ,"2,594,900 ","727,900 ","20,500 ","1,846,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,195,900 ",84.62 ,"399,000 ",15.38 ,0 ,0.00 ,0 ,"109,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-04,월,1개,"2,026,000 ","57,300 ","1,968,700 ","1,790,173 ","178,527 ",295 ,"6,674 ",295 ,"6,674 ",295 ,0 ,0 ,0 ,"1,968,700 ","573,200 ",0 ,"1,395,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,587,200 ",80.62 ,"381,500 ",19.38 ,0 ,0.00 ,0 ,"57,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-05,화,1개,"2,225,700 ","56,700 ","2,169,000 ","1,972,260 ","196,740 ",316 ,"6,864 ",316 ,"6,864 ",316 ,0 ,0 ,0 ,"2,169,000 ","489,950 ","13,700 ","1,665,350 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,631,900 ",75.24 ,"537,100 ",24.76 ,0 ,0.00 ,0 ,"56,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-06,수,1개,"2,137,200 ","44,000 ","2,093,200 ","1,903,385 ","189,815 ",310 ,"6,752 ",310 ,"6,752 ",310 ,0 ,0 ,0 ,"2,093,200 ","540,900 ",0 ,"1,552,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,749,200 ",83.57 ,"344,000 ",16.43 ,0 ,0.00 ,0 ,"44,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-07,목,1개,"2,078,500 ","16,200 ","2,062,300 ","1,875,276 ","187,024 ",299 ,"6,897 ",299 ,"6,897 ",299 ,0 ,0 ,0 ,"2,062,300 ","447,500 ","4,200 ","1,610,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,728,100 ",83.79 ,"334,200 ",16.21 ,0 ,0.00 ,0 ,"16,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-08,금,1개,"2,259,400 ","84,800 ","2,174,600 ","1,977,374 ","197,226 ",313 ,"6,948 ",313 ,"6,948 ",313 ,0 ,0 ,0 ,"2,174,600 ","499,100 ","13,400 ","1,662,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,845,900 ",84.88 ,"328,700 ",15.12 ,0 ,0.00 ,0 ,"84,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-09,토,1개,"2,931,000 ","77,500 ","2,853,500 ","2,594,643 ","258,857 ",382 ,"7,470 ",382 ,"7,470 ",382 ,0 ,0 ,0 ,"2,853,500 ","768,400 ","5,000 ","2,080,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,466,000 ",86.42 ,"387,500 ",13.58 ,0 ,0.00 ,0 ,"77,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-10,일,1개,"2,881,600 ","240,900 ","2,640,700 ","2,401,195 ","239,505 ",374 ,"7,061 ",374 ,"7,061 ",374 ,0 ,0 ,0 ,"2,640,700 ","563,500 ","5,000 ","2,072,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,297,000 ",86.98 ,"343,700 ",13.02 ,0 ,0.00 ,0 ,"240,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-11,월,1개,"2,068,100 ","79,100 ","1,989,000 ","1,808,577 ","180,423 ",288 ,"6,906 ",288 ,"6,906 ",288 ,0 ,0 ,0 ,"1,989,000 ","387,600 ","41,500 ","1,559,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,547,200 ",77.79 ,"441,800 ",22.21 ,0 ,0.00 ,0 ,"79,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-12,화,1개,"2,495,000 ","86,200 ","2,408,800 ","2,190,337 ","218,463 ",345 ,"6,982 ",345 ,"6,982 ",345 ,0 ,0 ,0 ,"2,408,800 ","538,700 ",0 ,"1,870,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,859,000 ",77.18 ,"549,800 ",22.82 ,0 ,0.00 ,0 ,"86,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-13,수,1개,"2,212,400 ","32,000 ","2,180,400 ","1,982,642 ","197,758 ",325 ,"6,709 ",325 ,"6,709 ",325 ,0 ,0 ,0 ,"2,180,400 ","710,800 ","28,200 ","1,441,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,728,000 ",79.25 ,"452,400 ",20.75 ,0 ,0.00 ,0 ,"32,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-14,목,1개,"2,113,300 ","82,100 ","2,031,200 ","1,846,961 ","184,239 ",295 ,"6,885 ",295 ,"6,885 ",295 ,0 ,0 ,0 ,"2,031,200 ","552,800 ","3,500 ","1,474,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,595,500 ",78.55 ,"435,700 ",21.45 ,0 ,0.00 ,0 ,"82,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-15,금,1개,"2,298,100 ","62,600 ","2,235,500 ","2,032,756 ","202,744 ",331 ,"6,754 ",331 ,"6,754 ",331 ,0 ,0 ,0 ,"2,235,500 ","550,400 ",0 ,"1,685,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,827,900 ",81.77 ,"407,600 ",18.23 ,0 ,0.00 ,0 ,"62,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-16,토,1개,"2,960,300 ","94,500 ","2,865,800 ","2,605,847 ","259,953 ",389 ,"7,367 ",389 ,"7,367 ",389 ,0 ,0 ,0 ,"2,865,800 ","657,900 ","42,500 ","2,165,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,426,500 ",84.67 ,"439,300 ",15.33 ,0 ,0.00 ,0 ,"94,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-17,일,1개,"2,793,900 ","103,800 ","2,690,100 ","2,446,078 ","244,022 ",356 ,"7,556 ",356 ,"7,556 ",356 ,0 ,0 ,0 ,"2,690,100 ","634,000 ","22,200 ","2,033,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,170,600 ",80.69 ,"519,500 ",19.31 ,0 ,0.00 ,0 ,"103,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-18,월,1개,"2,087,700 ","99,100 ","1,988,600 ","1,808,251 ","180,349 ",293 ,"6,787 ",293 ,"6,787 ",293 ,0 ,0 ,0 ,"1,988,600 ","422,600 ","10,000 ","1,556,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,718,400 ",86.41 ,"270,200 ",13.59 ,0 ,0.00 ,0 ,"99,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-19,화,1개,"2,177,800 ","53,200 ","2,124,600 ","1,931,917 ","192,683 ",320 ,"6,639 ",320 ,"6,639 ",320 ,0 ,0 ,0 ,"2,124,600 ","499,800 ","23,900 ","1,600,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,657,800 ",78.03 ,"466,800 ",21.97 ,0 ,0.00 ,0 ,"53,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-20,수,1개,"1,912,900 ","61,000 ","1,851,900 ","1,683,947 ","167,953 ",287 ,"6,453 ",287 ,"6,453 ",287 ,0 ,0 ,0 ,"1,851,900 ","525,700 ","5,000 ","1,321,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,580,000 ",85.32 ,"271,900 ",14.68 ,0 ,0.00 ,0 ,"61,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-21,목,1개,"2,420,900 ","47,200 ","2,373,700 ","2,158,369 ","215,331 ",330 ,"7,193 ",330 ,"7,193 ",330 ,0 ,0 ,0 ,"2,373,700 ","564,600 ","8,600 ","1,800,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,890,900 ",79.66 ,"482,800 ",20.34 ,0 ,0.00 ,0 ,"47,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-22,금,1개,"2,467,700 ","57,900 ","2,409,800 ","2,191,212 ","218,588 ",337 ,"7,151 ",337 ,"7,151 ",337 ,0 ,0 ,0 ,"2,409,800 ","455,600 ","29,900 ","1,924,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,039,500 ",84.63 ,"370,300 ",15.37 ,0 ,0.00 ,0 ,"57,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-23,토,1개,"2,624,700 ","62,200 ","2,562,500 ","2,330,066 ","232,434 ",340 ,"7,537 ",340 ,"7,537 ",340 ,0 ,0 ,0 ,"2,562,500 ","695,400 ","28,500 ","1,838,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,983,800 ",77.42 ,"578,700 ",22.58 ,0 ,0.00 ,0 ,"62,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-24,일,1개,"2,743,400 ","98,500 ","2,644,900 ","2,404,971 ","239,929 ",347 ,"7,622 ",347 ,"7,622 ",347 ,0 ,0 ,0 ,"2,644,900 ","542,200 ","24,900 ","2,077,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,239,600 ",84.68 ,"405,300 ",15.32 ,0 ,0.00 ,0 ,"98,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-25,월,1개,"2,404,000 ","57,900 ","2,346,100 ","2,133,248 ","212,852 ",324 ,"7,241 ",324 ,"7,241 ",324 ,0 ,0 ,0 ,"2,346,100 ","543,800 ","20,500 ","1,781,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,826,900 ",77.87 ,"519,200 ",22.13 ,0 ,0.00 ,0 ,"57,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-26,화,1개,"2,141,400 ","36,600 ","2,104,800 ","1,913,878 ","190,922 ",317 ,"6,640 ",317 ,"6,640 ",317 ,0 ,0 ,0 ,"2,104,800 ","472,100 ","4,200 ","1,628,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,643,100 ",78.06 ,"461,700 ",21.94 ,0 ,0.00 ,0 ,"36,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-27,수,1개,"2,128,400 ","8,600 ","2,119,800 ","1,927,532 ","192,268 ",317 ,"6,687 ",317 ,"6,687 ",317 ,0 ,0 ,0 ,"2,119,800 ","495,900 ","87,500 ","1,536,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,665,000 ",78.55 ,"454,800 ",21.45 ,0 ,0.00 ,0 ,"8,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-28,목,1개,"2,150,300 ","48,500 ","2,101,800 ","1,911,160 ","190,640 ",302 ,"6,960 ",302 ,"6,960 ",302 ,0 ,0 ,0 ,"2,101,800 ","441,700 ","54,300 ","1,605,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,587,000 ",75.51 ,"514,800 ",24.49 ,0 ,0.00 ,0 ,"48,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-29,금,1개,"2,481,500 ","62,300 ","2,419,200 ","2,199,766 ","219,434 ",342 ,"7,074 ",342 ,"7,074 ",342 ,0 ,0 ,0 ,"2,419,200 ","610,100 ","27,800 ","1,781,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,858,000 ",76.80 ,"561,200 ",23.20 ,0 ,0.00 ,0 ,"62,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-09-30,토,1개,"2,886,300 ","89,800 ","2,796,500 ","2,542,839 ","253,661 ",367 ,"7,620 ",367 ,"7,620 ",367 ,0 ,0 ,0 ,"2,796,500 ","664,700 ","21,400 ","2,110,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,334,200 ",83.47 ,"462,300 ",16.53 ,0 ,0.00 ,0 ,"89,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-01,일,1개,"2,521,500 ","58,100 ","2,463,400 ","2,239,920 ","223,480 ",308 ,"7,998 ",308 ,"7,998 ",308 ,0 ,0 ,0 ,"2,463,400 ","737,100 ","20,100 ","1,706,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,102,800 ",85.36 ,"360,600 ",14.64 ,0 ,0.00 ,0 ,"58,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-02,월,1개,"2,492,600 ","88,500 ","2,404,100 ","2,185,990 ","218,110 ",324 ,"7,420 ",324 ,"7,420 ",324 ,0 ,0 ,0 ,"2,404,100 ","637,300 ","21,000 ","1,745,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,004,300 ",83.37 ,"399,800 ",16.63 ,0 ,0.00 ,0 ,"88,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-03,화,1개,"1,854,000 ","15,100 ","1,838,900 ","1,672,104 ","166,796 ",232 ,"7,926 ",232 ,"7,926 ",232 ,0 ,0 ,0 ,"1,838,900 ","557,600 ","4,900 ","1,276,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,510,400 ",82.14 ,"328,500 ",17.86 ,0 ,0.00 ,0 ,"15,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-06,금,1개,"2,531,700 ","45,600 ","2,486,100 ","2,260,595 ","225,505 ",324 ,"7,673 ",324 ,"7,673 ",324 ,0 ,0 ,0 ,"2,486,100 ","797,300 ","11,200 ","1,677,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,115,900 ",85.11 ,"370,200 ",14.89 ,0 ,0.00 ,0 ,"45,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-07,토,1개,"2,482,700 ","30,200 ","2,452,500 ","2,230,029 ","222,471 ",318 ,"7,712 ",318 ,"7,712 ",318 ,0 ,0 ,0 ,"2,452,500 ","633,600 ","29,000 ","1,789,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,945,700 ",79.34 ,"506,800 ",20.66 ,0 ,0.00 ,0 ,"30,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-08,일,1개,"2,676,700 ","47,000 ","2,629,700 ","2,391,181 ","238,519 ",343 ,"7,667 ",343 ,"7,667 ",343 ,0 ,0 ,0 ,"2,629,700 ","783,500 ","5,000 ","1,841,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,174,300 ",82.68 ,"455,400 ",17.32 ,0 ,0.00 ,0 ,"47,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-09,월,1개,"2,624,700 ","31,300 ","2,593,400 ","2,358,181 ","235,219 ",357 ,"7,264 ",357 ,"7,264 ",357 ,0 ,0 ,0 ,"2,593,400 ","754,300 ","14,600 ","1,824,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,129,100 ",82.10 ,"464,300 ",17.90 ,0 ,0.00 ,0 ,"31,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-10,화,1개,"1,971,300 ","31,300 ","1,940,000 ","1,764,073 ","175,927 ",307 ,"6,319 ",307 ,"6,319 ",307 ,0 ,0 ,0 ,"1,940,000 ","535,100 ","4,900 ","1,400,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,618,200 ",83.41 ,"321,800 ",16.59 ,0 ,0.00 ,0 ,"31,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-11,수,1개,"2,242,000 ","31,900 ","2,210,100 ","2,009,656 ","200,444 ",337 ,"6,558 ",337 ,"6,558 ",337 ,0 ,0 ,0 ,"2,210,100 ","588,100 ",0 ,"1,622,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,835,500 ",83.05 ,"374,600 ",16.95 ,0 ,0.00 ,0 ,"31,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-12,목,1개,"2,263,100 ","19,000 ","2,244,100 ","2,040,556 ","203,544 ",334 ,"6,719 ",334 ,"6,719 ",334 ,0 ,0 ,0 ,"2,244,100 ","496,700 ","50,700 ","1,696,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,705,400 ",75.99 ,"538,700 ",24.01 ,0 ,0.00 ,0 ,"19,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-13,금,1개,"2,333,900 ",0 ,"2,333,900 ","2,122,270 ","211,630 ",345 ,"6,765 ",345 ,"6,765 ",345 ,0 ,0 ,0 ,"2,333,900 ","666,000 ","4,200 ","1,663,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,879,000 ",80.51 ,"454,900 ",19.49 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-14,토,1개,"2,563,100 ","81,800 ","2,481,300 ","2,256,258 ","225,042 ",367 ,"6,761 ",367 ,"6,761 ",367 ,0 ,0 ,0 ,"2,481,300 ","546,600 ","5,000 ","1,929,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,941,400 ",78.24 ,"539,900 ",21.76 ,0 ,0.00 ,0 ,"81,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-15,일,1개,"2,725,600 ","76,200 ","2,649,400 ","2,409,066 ","240,334 ",358 ,"7,401 ",358 ,"7,401 ",358 ,0 ,0 ,0 ,"2,649,400 ","779,400 ","19,000 ","1,851,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,132,800 ",80.50 ,"516,600 ",19.50 ,0 ,0.00 ,0 ,"76,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-16,월,1개,"1,895,700 ",0 ,"1,895,700 ","1,723,760 ","171,940 ",283 ,"6,699 ",283 ,"6,699 ",283 ,0 ,0 ,0 ,"1,895,700 ","503,700 ",0 ,"1,392,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,633,700 ",86.18 ,"262,000 ",13.82 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-17,화,1개,"2,256,600 ",0 ,"2,256,600 ","2,051,923 ","204,677 ",320 ,"7,052 ",320 ,"7,052 ",320 ,0 ,0 ,0 ,"2,256,600 ","522,700 ","13,700 ","1,720,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,787,800 ",79.23 ,"468,800 ",20.77 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-18,수,1개,"1,951,200 ","26,300 ","1,924,900 ","1,750,307 ","174,593 ",288 ,"6,684 ",288 ,"6,684 ",288 ,0 ,0 ,0 ,"1,924,900 ","517,800 ","5,000 ","1,402,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,332,700 ",69.23 ,"592,200 ",30.77 ,0 ,0.00 ,0 ,"26,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-19,목,1개,"2,007,800 ",0 ,"2,007,800 ","1,825,716 ","182,084 ",288 ,"6,972 ",288 ,"6,972 ",288 ,0 ,0 ,0 ,"2,007,800 ","518,300 ","13,000 ","1,476,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,587,300 ",79.06 ,"420,500 ",20.94 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-20,금,1개,"2,140,500 ","19,500 ","2,121,000 ","1,928,629 ","192,371 ",304 ,"6,977 ",304 ,"6,977 ",304 ,0 ,0 ,0 ,"2,121,000 ","512,200 ","7,000 ","1,601,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,647,000 ",77.65 ,"474,000 ",22.35 ,0 ,0.00 ,0 ,"19,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-21,토,1개,"2,830,500 ","136,800 ","2,693,700 ","2,449,473 ","244,227 ",386 ,"6,978 ",386 ,"6,978 ",386 ,0 ,0 ,0 ,"2,693,700 ","676,400 ","38,600 ","1,978,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,130,400 ",79.09 ,"563,300 ",20.91 ,0 ,0.00 ,0 ,"136,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-22,일,1개,"2,943,800 ","62,400 ","2,881,400 ","2,620,036 ","261,364 ",389 ,"7,407 ",389 ,"7,407 ",389 ,0 ,0 ,0 ,"2,881,400 ","721,600 ","45,000 ","2,114,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,454,200 ",85.17 ,"427,200 ",14.83 ,0 ,0.00 ,0 ,"62,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-23,월,1개,"2,125,600 ","15,600 ","2,110,000 ","1,918,628 ","191,372 ",322 ,"6,553 ",322 ,"6,553 ",322 ,0 ,0 ,0 ,"2,110,000 ","496,500 ","13,500 ","1,600,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,674,200 ",79.35 ,"435,800 ",20.65 ,0 ,0.00 ,0 ,"15,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
